SrcID
30008
180534
160205
160225
231844
207687
191530
210023
191529
199085
193102
208751
232990
192288
194366
232443
232088
91215
215526
195422
195433
227810
191629
181280
174791
210417
229176
178680
213347
44354
231797
198574
194364
195508
212407
231503
227516
194945
180467
232290
195872
185716
185737
197500
190397
191783
196346
178663
194452
231443
193103
169558
169561
232003
227038
232295
175529
225466
215132
197575
193551
169556
232032
174521
227507
232435
230479
38517
107257
27671
228871
134597
131594
116460
116759
116760
119136
129625
129626
116634
116624
116626
116621
116622
116631
116632
116633
117471
116623
116627
116628
116629
116630
237646
117689
119448
119397
119398
119399
119402
117085
117508
117202
108859
108860
117529
117532
116642
117419
107237
107239
116643
126997
131821
131539
130336
99436
99867
107192
107193
117358
132679
129396
117102
79621
81989
64971
1519
152706
161623
238655
91067
237190
5985
2849
86072
120499
6495
59790
45413
131357
130843
133934
174447
142030
136321
128133
24406
35003
233228
233223
233225
233216
233245
175459
69279
27119
206109
206286
241282
201075
233808
222806
209915
210745
204106
239837
211227
152901
205698
118498
230907
191451
174938
194686
174792
201993
213536
226235
237948
226722
202740
204105
211245
211239
160772
231791
231794
161044
1798
43325
33313
228693
46163
33476
59753
59406
144299
156000
60437
69020
42048
199183
185739
186549
191620
202907
224174
221225
219646
220541
131969
131973
131958
131959
128258
165042
204191
164132
204948
221228
129948
143975
186704
224587
233787
235469
135885
226240
223707
221062
233745
235246
235243
204950
241144
203084
223444
165139
162511
162514
175178
242389
209402
210458
201583
201584
209598
222972
204174
204175
164906
233657
135732
136691
136680
144120
162369
162370
215593
201662
201381
234750
201768
239438
239440
234166
234712
235558
203517
201726
158056
153427
148821
149210
162073
203392
208071
214290
222340
226641
23318
233323
211200
211207
207418
209731
148818
158046
220551
222724
151298
220051
201095
201395
79001
201476
213259
157287
219736
157713
201875
201964
202417
201847
157646
210283
157670
238863
200615
214626
205425
44063
128725
128726
128727
128728
128660
128661
128662
128675
128704
128705
128706
128707
128708
128709
128710
128711
128712
128713
128714
128715
128718
128719
128720
128721
128722
128723
128733
128957
128964
128965
128966
128967
128968
128971
128972
128729
128724
214544
214546
217368
207335
237323
217869
238717
209850
220771
220772
132457
211789
234910
211842
162469
162470
223999
218208
